Name,Price
Gold Label Naturally Smokeys Smoked Sausages Made With Natural Ingredients Cheddar,$5.79
"Schneider Smokies, Sharp Cheddar Smoked Sausage",$15.49
Mild Italian Sausage,$13.18
Chorizo Sausage,$12.93
"Smoked Pork Chop, Bone In",$9.33
Maple Lodge Farms LT Ultimate Mild Chicken Dinner Sausage,$6.99
Marcangelo Hot Italian Jumbo Sausage,$8.99
President's Choice Free From Mild Italian Pork Sausages,$16.99
Lilydale Sausage Chicken,$5.99
Gold Label Naturally Smokeys Smoked Sausages With Natural Ingredient Brats,$5.79
Hot Italian Style Pork Sausage,$6.92
"Chicken Breast Kabobs Souvlaki, Seasoned & Uncooked, 10 Kabobs",$14.99
Marcangelo Frozen Twisters Jumbo Sausage,$8.99
President's Choice Free From Hot Italian Pork Sausages,$16.99
Hot Italian Sausages,$12.70
President's Choice Turkey Smokies,$8.99
Marcangelo Italian Style Pork Sausages Spicy Italian,$5.99
Mild Italian Pork Sausage,$7.28
Rea Italian Mild Sausage,$9.99
Maple Lodge Farms LT Ultimate Dinner Sausage Hot,$6.99
No Name Knackwurst Smoked Sausages,$11.99
Rea Italian Sausage Rosemary Garlic,$9.99
"Marcangelo Italian Sausages, Sweet",$14.99
Marcangelo Pork Breakfast Patties,$14.99
President's Choice Italian Smokies,$14.99
President's Choice October Wurst Fully Cooked Pork Sausages,$14.99
Pillers Piller's Smoked Sausage Cheddar Grillwurst,$7.49
"Johnsonville Smoked Sausage, Beef & Cheddar",$8.49
Rea Italian Sausage Mild Fennel,$9.99
Honey Garlic Sausage,$13.88
Butcher's Choice Pork and Beef Breakfast Sausages,$3.98
Smoked Pork Hock,$10.59
Mild Italian Style Pork Sausage,$7.12
Chorizo Style Pork Sausage,$6.93
Maple Lodge Farms LT Ultimate Chicken Breakfast Sausages Original,$6.99
President's Choice Honey Garlic Smokies,$14.99
"Johnsonville Smoked Sausage, Polish Style",$6.99
Gold Label Naturally Smokeys Smoked Sausages Made With Natural Ingredients Original,$5.79
Honey Garlic Pork Sausage,$7.46
"Pork Sirloin Kabobs Souvlaki, Seasoned & Uncooked, 15 Kabobs",$14.99
Marcangelo Beef Sausages,$9.99
Marcangelo Italian Style Pork Sausages Sweet Italian,$5.99
Maple Leaf Oktoberfest Dinner Sausage,$9.99
Johnsonville Smoked & Fully Cooked Sausages Pure Pork Smoked Bratwurst,$7.49
Marcangelo Honey Garlic Flavour Pork Sausages,$5.99
Chorizo Style Pork Sausage Meat,$7.41
President's Choice World of Flavours Korean Meatballs,$9.99
"Marcangelo Italian Sausages, Hot",$14.99
President's Choice Italian Meatballs,$11.99
Marcangelo Hot Italian Sausage,$14.99
Pillers Piller's Smoked Sausage Original Grillwurst,$7.49
Clean Fully Cooked Sausage Gourmet Chicken Spinach Feta,$5.99
Pork Side Rib Portion,$31.92
Pork Tenderloin Pack of 2,$14.00
President's Choice Free From Lean Ground Pork,$7.49
"Pork Back Ribs, 2-pack",$21.23
Montana's Montana's Texan BBQ Ribs,$14.99
Schneider Original Half Ham,$18.49
Swiss Chalet BBQ Pork Ribs,$16.49
Maple Leaf Original Natural Smoked Ham,$16.49
Pork Half Loin,$33.00
"Swiss Chalet Pork Back Ribs, Honey Garlic",$16.49
Pork Back Ribs,$12.50
Pork Tenderloin,$7.67
Cooks Premium Lean Hickory Smoked Ham Steak,$7.49
President's Choice Free From Smoked Ham,$17.49
Schneider 97% Fat Free Lower Sodium Smoked Ham,$18.49
Combo Chops,$17.38
"Salami Casings, Extra Wide 3+3",$39.99
Pork Belly,$10.97
"In Store Cut Fresh Lamb Shoulder Chops, 6 pack",$6.25
Montpak Lean Ground Veal,$7.99
Seasoned Veal Meatballs,$9.61
Lamb Loin Chop Fresh,$14.57
Stewing Veal Boneless,$11.76
"Montpak Grain-Fed Veal Liver, Slice",$9.96
Ontario Grain Fed Veal Inside Scallopini,$8.60
Ontario Grain Fed Veal Shank Osso Bucco,$8.49
Ontario Grain Fed Veal Loin Chops,$11.43
"Lamb Leg, Short Cut, Previously Frozen",$45.59
President's Choice Free From Australian Lamb Spiedini 24 Skewers,$29.99
"Australian Rack of Lamb, Frenched",$32.66
Lazar Kosher Pickled Beef Brisket,$41.83
Marcangelo Lamb Spiedini,$24.99
Marcangelo Lamb Spiedini,$16.99
French Lamb Rack,$25.54
President's Choice Free From Lamb Spiedini,$57.30
Dynasty Meats Lamb Skewers,$19.99
"Shoulder Chop, Large",$19.95
Milk Fed Veal Cutlet,$16.65
Montpak Veal Butt Tenderloin,$34.91
Frozen Bone In Lamb Shank,$20.03
Grade A Frozen Duck,$27.50
Chicken Backs for Soup,$2.86
"Frozen Cornish Hen, Grade A",$11.10
King Cole Rendered Duck Fat,$8.49
King Cole Smoked Duck Breast,$12.04
King Cole Boneless Duck Breast,$10.37
Chicken Liver Tray Pack,$3.44
King Cole Half Duck à L'Orange,$17.99
Ground Bison,$13.49
King Cole Duck Leg Confit,$17.99
King Cole Duck  Legs,$5.41
Bison Steak,$13.49
Elk Steak,$13.49
Bison Medallions,$13.49
"Cornish Hen, Fresh",$11.03
Frozen Grade A Geese,$61.64
President's Choice Free From Chicken & Bacon Spiedini,$19.99
Wild Boar Steak,$13.49
"Fresh Atlantic Salmon Fillets, Skin On, Packaged",$11.95
"Fresh Atlantic Salmon Fillets, Skin On, Packaged, Club Size",$29.43
Seaquest Pink Salmon Fillets,$11.99
"Rainbow Trout Fillets, Boneless, Packaged",$9.22
Steelhead Trout Fillet,$12.96
Fresh Atlantic Salmon Portion Tray Pack,$6.99
"Fresh Atlantic Salmon Portion, Maple BBQ Seasoning",$6.99
"Fresh Atlantic Salmon Portion, Plain",$10.60
Seaquest Pink Salmon Fillets,$21.49
PC Blue Menu Atlantic Salmon Skinless Boneless Fillets,$14.49
"Fresh Atlantic Salmon Fillets, Skin On, Marinated, Packaged",$11.62
Sea Crave Wild Sockeye Salmon,$13.99
"Faroe Island Salmon Fillet, Tray Pack",$13.44
Fresh Wild Chum Salmon Fillets,$5.39
"Fresh Rainbow Trout Fillet, Club Pack",$16.68
PC Blue Menu Rainbow Trout Skinless Boneless Fillets,$14.99
"PC Blue Menu Wild Sockeye Salmon Sustainably Sourced, Skin-On Boneless Fillets",$16.99
Atlantic Salmon Steak,$14.31
"Fresh Atlantic Salmon Portion, Jerk Seasoning",$6.99
"Arctic Char, Whole",$26.07
Sea Crave Wild Chilean Sea Bass,$49.99
Whole Fresh Pink Salmon,$12.33
"Coho Salmon Fillet, Skin On",$20.49
"High Liner Frozen Wild Pacific Salmon, With Skin",$6.65
DOM Organic Salmon Tray Pack,$17.85
"Maximum Atlantic Salmon Portion, Plain",$7.99
"Salmon Fillet, Skinless",$15.07
"Atlantic Salmon, Whole",$19.35
Seaquest Atlantic Salmon Steak,$12.02
"Atlantic Salmon Portion, Maple/BBQ",$7.99
Fresh Whole Steelhead Salmon,$26.43
Faroe Island Salmon Fillet,$20.32
Fresh Whole Atlantic Salmon,$29.95
Chilean Salmon,$17.79
Maximum Kosher Atlantic Salmon Fillet,$21.90
"Atlantic Salmon Portion, Herb",$7.99
"Arctic Char Fillets, Fresh",$12.41
"Salmon Heads, Fresh",$4.98
Seaquest Pacific White Shrimp Raw 16-20/LB,$9.79
"President's Choice Pacific White Shrimp Raw Peeled, Large",$12.99
President's Choice Zipperback Pacific White Shrimp Raw,$7.99
President's Choice Pacific White Shrimp Cooked Peeled,$12.99
"Raw Wild Shrimp, Easy Peel",$7.99
Seaquest Shrimp Ring,$9.99
President's Choice Wild Atlantic Cold Water Shrimp Cooked Peeled,$13.49
Seaquest Salad Shrimp,$15.49
President's Choice Pacific White Shrimp Platter with Mild Cocktail Sauce,$19.99
Seaquest Shrimp Ring,$18.99
President's Choice Crispy Shrimp Fine Hors D'Oeuvre Trio,$16.99
Marina Wild Caught Argentinian Shrimp,$11.99
President's Choice Raw Shrimp,$12.49
"Ocean Jewel Raw White Shrimp, 31-40 Count",$8.99
PC Organics Organics Peeled Raw Black Tiger Shrimp,$17.99
President's Choice Wild Argentinian Shrimp Platter with Creamy Citrus Herb Sauce,$20.99
President's Choice Zipperback Colossal Raw Freshwater Shrimp,$21.99
Marina Argentinian Shrimp,$12.99
"Ocean Jewel Cooked White Shrimp, 31-40 Count",$8.99
President's Choice Black Tiger Shrimp With Mild Cocktail Sauce Gigantico,$27.99
President's Choice Bang Bang Shrimp,$12.99
PC Organics Organics Cooked Black Tiger Shrimp,$26.99
PC Organics Organics Zipperback Raw Black Tiger Shrimp,$18.99
Sardo Herb & Garlic Marinated Mussels,$4.99
Marina Del Rey Wild Caught Argentinian Shrimp,$9.29
Sardo Select Seafood Salad Marinated,$8.99
Sardo Select Shrimp Herb & Garlic Marinated,$8.99
Green Ocean Go Wild Shrimp Ring Wild Argentinian,$16.99
"Tiger Shrimp, Raw, 2/4",$47.41
"Cooked Shrimp, Shell Off",$17.19
Sardo Select Shrimp Spicy Jalapeño Marinated,$8.99
President's Choice Pacific White Shrimp Cooked Peeled Responsibly Farmed Jumbo,$20.99
Wild Pink Shrimp Raw 16-20 Eazy Peel,$29.99
"Tiger Shrimp, Raw",$26.32
Raw Black Tiger Shrimp,$10.89
President's Choice Thai Basil Shrimp Spring Rolls,$10.99
"Pink Shrimp, Raw",$7.65
Raw Shrimp,$39.98
"Shrimp, Previously Frozen",$26.37
Freshwater Shrimp,$14.81
President's Choice Black Tiger Shrimp Raw Gigantico,$15.49
President's Choice Tempura Torpedo Shrimp With Sweet Soy Dipping Sauce,$10.99
President's Choice Breaded Coconut Shrimp With Sweet Chili Dipping Sauce,$10.99
President's Choice Breaded Butterflied Shrimp,$10.99
Waterview Market Crispy Calamari,$6.79
Breaded Squid Rings,$10.00
"Toppits Tempura Shrimp, Oven Ready",$13.99
President's Choice Gluten Free Breaded Shrimp,$9.99
Premier Seafood Mix,$5.99
President's Choice Bacon-Wrapped Wild Sea Scallops,$17.99
President's Choice Breaded Cod Bites With Sauce,$11.99
President's Choice Raw Butterflied Shrimp Garlic & Herb Grilling 12 Pieces Minimum,$10.99
President's Choice Sea Salt and Malt Vinegar Haddock Bites,$11.99
"Marinated Shrimp Skewer, Previously Frozen",$2.00
President's Choice Atlantic Salmon Burger,$13.99
Toppits Calamari Rings Uncooked,$10.99
President's Choice Shrimp & Scallops Au Gratin,$11.49
President's Choice Breaded Potato and Wild Salt Cod Croquettes,$11.99
Sea Crave Wild Pacific Cod,$15.99
40 Fathoms Breaded Haddock Fillets,$14.99
Haddock Fillet,$28.64
Cod Fillets,$27.54
Seabream (Orata),$35.99
Fresh Whole Whiting,$12.00
Salads of the Sea Cajun Crab Flavoured Dip,$5.29
Salads of the Sea Smoked Salmon Flavoured Dip,$5.29
Maximum Atlantic Salmon Pinwheel Lobster,$6.79
40 Fathoms Breaded Cod Fillets,$14.99
Salads of the Sea Smoky Bacon Crab Flavoured Dip,$5.29
"Fresh Snapper, Whole",$21.15
President's Choice Melt In The Middle Sustainably Sourced Cod Fish Cakes,$8.79
"Fresh Carp, Whole",$14.22
Dry Stockfish,$64.75
Sardo Marinated Seafood Salad,$18.99
"Salmon Sausage, Cajun",$13.42
Salmon & Halibut Roast,$35.95
"Bos Atlantic Salmon Fillets, Roasted Honey Maple",$8.99
"All-Seasoned Salmon Sausage, Italian",$7.45
Bos Atlantic Salmon Fillets with Pepper,$8.99
"European Sea Bream, Whole",$12.31
Maximum Atlantic Salmon Pinwheel Spinach & Feta,$6.79
"White Bass, Whole",$7.40
"Bos Atlantic Salmon Fillets, Roasted Natural",$8.99
Seasoned Salmon Sausage with Tarragon,$6.01
Whole B-Liner,$27.50
"Fresh Whole Red Snapper B-Liner, 2-4 lb",$28.63
Whitefish Fillet,$19.53
Maximum Atlantic Salmon Pinwheel Seafood,$6.79
Whitefish Whole Fresh,$17.09
President's Choice Beer Battered Shrimp,$12.99
Whole Porgy,$20.78
President's Choice Salmon Wellington,$24.99
Olivia Lobster Claw & Arms,$10.86
Stuffed Tilapia,$20.65
"PC Blue Menu Wild Nova Scotian Sea Scallops, Frozen",$21.99
Mussels,$12.99
Toppits Snow Crab Legs & Claw,$26.99
Feature Foods Herring Fillets in Wine Marinade,$8.99
Lobster Tail 2-3 Oz Frozen (1 Ea),$6.49
PC Black Label Hokkaido Scallops,$20.49
Canadian Cove Pei Mussels,$7.49
Feature Foods Herring Fillets in Wine Marinade,$6.49
"PC Blue Menu Wild Sea Scallops, 80/150",$15.49
Aquastar King Crab Legs,$49.99
"Lobster Tail, Frozen",$11.49
Canadian Snow Crab,$26.81
Toppits Cooked Lobster Meat,$21.49
"Lobster Tail, Frozen",$8.79
Steamed Lobster,$26.21
Live Lobsters 1-1.25 Lbs,$37.33
Oysters,$1.99
Toppits Cooked Lobster Claw,$19.99
"Sea Scallops, Tub 10 - 20",$28.49
"Snowcrab Clusters, Frozen",$18.77
Lucky Lime Oysters,$1.00
Feature Foods Herring Rollmops,$6.49
"Oysters, Standard Malpeques (Case)",$25.99
Premier Wild Crab Blue Swimming Crab Meat,$15.99
Pickle Point Oysters,$1.99
Orion Previously Frozen Whole Cooked Lobster,$9.99
Whole Herring,$3.45
"Pasta Clams, Live",$12.69
Ocean Choice Rocky Point Lobster Meat,$32.99
Beausoleil Cocktail Oysters,$1.99
"Lobster Tail, Frozen (5-6Oz)",$13.49
Cavendish Cup Oysters,$2.49
Shiny Sea Oyster,$1.99
"Live Lobster, 2lbs or More",$60.91
"Raspberry Point Oysters, 50 Piece",$1.99
Calamari With Stuffing,$12.69
Lobster Claws,$14.11
"Live Lobster, 1.5-2lbs",$40.55
Shucked Oysters,$21.21
Beau Soleil Oysters,$1.99
"Malpeque Oysters, Large",$2.49
Dungeness Crab,$27.78
"Cherrystone Clams, Live",$15.29
Phillips Crab Claw Meat,$15.99
Market Fresh Cooked Lobster,$20.85
True North Red Crab Wild-Caught,$9.99
"Seppi Fish, Fresh",$11.67
"Sea Scallops 25-35, Frozen",$18.51
"Malpeque Oysters, Medium",$1.49
Maison Beausoleil Beausoleil Oysters (Case),$34.99
Previously Frozen Snow Crab Clusters,$23.36
South Lake Oysters,$1.99
"Fortune Oysters Live Oyster Cocktail, 12 Count",$19.49
"Malpeque Oysters, Choice",$1.99
Chebooktook Deep Cup Shells,$16.99
Olivia Colossal King Crab Legs,$51.47
"Littleneck Clams, Live",$16.74
Norref French Kiss Oysters (Case),$29.99
"Mussels, Cultivated Live",$14.93
Lucky Lime Oysters,$1.99
Maximum Raspberry Point Oyster 12ct,$23.49
"Bos Salmon Trout Fillets, Natural",$8.99
"Sea Scallops,",$27.33
DOM Smoked Steelhead Salmon,$3.49
President's Choice Smoked Wild Sockeye Salmon,$12.49
President's Choice Scottish Atlantic Salmon Double Smoked,$11.49
President's Choice Oak Smoked Scottish Atlantic Salmon,$11.99
"President's Choice Candied Salmon, Maple Flavour",$12.49
President's Choice Smoked Atlantic Salmon,$11.49
President's Choice Everything Seasoned Smoked Steelhead Salmon,$11.99
President's Choice Atlantic Salmon Strips Hot Smoked Spicy & Candied,$12.49
Foppen Smoked Salmon Toast Trio,$15.49
PC Organics Organic Smoked Atlantic Salmon,$14.99
Foppen Smoked Salmon Slices Flame Roasted,$12.99
"Ocean Jewel Scottish Kippers, Boned",$5.29
Bos Smoked Rainbow Trout Fillet Natural,$15.49
"Bos Smoked Mackerel Fillet, Hot",$8.79
Bos Atlantic Salmon Naturally Smoked Natural,$10.99
Bos Atlantic Salmon Naturally Smoked Pepper,$10.99
Foppen Smoked Slice Salmon Loin,$15.49
Bos Atlantic Salmon Naturally Smoked Honey Maple,$10.99
Bos Atlantic Salmon Naturally Smoked Citrus Herb,$10.99
"Bos Smoked Mackerel Fillets, Cajun",$5.99
"Bos Rainbow Trout, Frozen",$17.93
Seaquest Cod Fillets Wild Pacific,$10.99
Seaquest Wild Haddock Fillets Skinless Boneless,$10.29
Seaquest King Crab Flavoured Wild Alaska Pollock & Wild Pacific Whiting,$3.99
Seaquest Leg-style King Crab Flavoured Wild Alaska Pollock & Wild Pacific Whiting,$3.99
"Seaquest Sole Fillets, Skinless Boneless",$9.99
$10 Basa Fillets,$10.00
Seaquest Lobster Flavoured Wild Alaska Pollock Chunks,$3.99
Seaquest Tilapia Fillets,$9.99
Seaquest Basa Fillets,$9.99
Seaquest Crab Flakes,$6.49
"Fresh Tilapia Fillets, Packaged",$4.19
Seaquest King Crab Flavoured Wild Alaska Pollock Chunks,$3.99
Seaquest Crab Leg Style,$6.49
Seaquest Wild Haddock Fillets Club Size,$20.49
Laurena Anchovy Paste,$3.49
Tilapia Fillets,$7.22
Seaquest Wild Pollock Fillets,$9.99
President's Choice Salmon & Haddock Fish Cake,$8.79
"Tuna, Previously Frozen, Packaged",$8.43
Millionnaires Flat Fillets of Anchovies,$4.99
"President's Choice Wild Yellowfin Tuna Skinless Boneless Steaks, Sustainably Sourced 280g",$13.99
"Chelsea Boned Cod Fillets, Salted",$7.49
Paese Mio Anchovies,$4.99
"Cod Fillet, Previously Frozen",$8.15
High Liner Catch of the Day Haddock Fillets 5,$14.99
Tuna Steak Previously Frozen,$10.18
Premier Tilapia Uncooked,$16.49
Haddock Fillet,$6.03
Salted Codfish Bits,$9.71
Whole White Snapper,$18.26
Fish Stock,$5.99
"Basa Fillet, Previously Frozen",$14.84
Fresh Atlantic Mackerel,$12.93
"Catfish Fillet, Tequila Lime",$5.74
Boneless Perch Fillet,$3.57
Fresh Atlantic Smelt,$8.72
Cod Fillet,$10.19
Whole Lane Snapper,$26.38
"Turbot Fillet, Previously Frozen",$13.64
Pacific Hallibut Fillet,$18.58
Lake Perch Fillet Tray Pack,$31.19
Live Tilapia,$14.30
"ASC Tilapia Fillet, Marinated",$4.48
Cajun Catfish Fillet,$9.98
Fresh Whole Lane Snapper,$9.89
Whole Fresh Sardines,$15.81
Black Cod Fillet,$29.29
High Liner Catch of the Day Sole Fillets,$14.99
Fresh Whole Red Tilapia,$10.60
Arctic Char Fillet,$13.96
Black Cod Fillets,$36.96
Kingfish Whole,$9.04
Wild Pacific Halibut Fish,$15.20
Marlin Steak,$14.10
Lemon Catfish Fillet,$6.94
Haddock Fillet,$7.88
Pickerel Fillets,$21.48
Sea Crave Wild Swordfish,$18.99
"Pacific Halibut, Previously Frozen",$15.71
Sea Crave Mahi Mahi Wild,$16.99
"European Sea Bass, Whole",$31.44
"Salted Cod, With Bone",$17.38
Spanish Mackerel,$14.75
Chelsea Boned Salted Cod Fillets,$14.99
Pickerel Fish,$22.67
Chelsea Dried Boneless Cod Bits,$10.99
Sea Crave Wild Sablefish,$19.99
Sardo Marinated Seafood Salad,$9.99
Fresh Whole Tilapia,$12.68
Previously Frozen Pacific Halibut Fillets,$18.69
Paese Mio Peppered Anchovies In Sun Flower Oil,$7.99
Paese Mio Anchovies,$6.99
Mahi Mahi Fillet,$29.52
Monkfish Fillet,$12.89
Sea Crave Wild Pacific Halibut,$28.99
Paese Mio Anchovies,$7.99
Sea Crave Wild Ahi Tuna,$15.99
"Pickerel Fillets, Previously Frozen",$19.26
Whole Yellowtail Snapper,$33.14
"Hake Fillets, Fresh",$11.28
Whole Cod,$13.98
"Seaquest Calamari Rings, Uncooked",$9.99
Cooked Octopus Tentacles,$21.99
"Squid, Cleaned and Previously Frozen",$9.13
Frozen Tenderized Octopus,$24.38
Fresh Whole Cleaned Squid,$10.36
Whole Fresh Squid,$17.71
No Name Regular Ripple Cut Potato Chips,$2.99
Lay's Classic potato chips,$4.99
No Name Lightly Salted Rippled Potato Chips,$2.99
Doritos Nacho Cheese flavoured tortilla chips,$4.49
No Name Salt & Vinegar Potato Chips,$2.99
No Name Barbecue Potato Chips,$2.99
No Name Sour Cream & Onion Potato Chips,$2.99
No Name All Dressed Potato Chips,$2.99
Tostitos Rounds Tortilla Chips,$5.49
No Name Regular Potato Chips,$2.99
No Name Ketchup Potato Chips,$2.99
Miss Vickies Sea Salt & Malt Vinegar flavour kettle cooked potato chips 200g,$4.49
Tostitos Restaurant Style tortilla chips 275g,$5.49
Lay's Ketchup flavoured potato chips,$4.99
No Name Dill Pickle Potato Chips,$2.99
Ruffles All Dressed Flavoured Potato Chips,$4.99
Ruffles Sour Cream 'n Onion Flavoured Potato Chips,$4.99
Ruffles Regular Potato Chips,$4.99
Lay's Salt & Vinegar flavoured potato chips,$4.99
Doritos Cool Ranch Flavoured Tortilla Chips,$4.49
Miss Vickies Original Recipe kettle cooked potato chips 200g,$4.49
Lay's Bar-B-Q flavoured potato chips,$4.99
Cheetos Puffs Cheese Flavoured Snacks,$4.49
President's Choice Original Kettle Cooked Chips,$3.49
Que Pasa Tortilla Chips Salted,$4.99
Doritos Sweet Chili Heat! flavoured tortilla chips,$4.49
No Name Cheddar Bacon Potato Chips,$2.99
Lay's Sour Cream & Onion flavoured potato chips,$4.99
Lay's Wavy Original potato chips,$4.99
Tostitos Hint of Lime flavour tortilla chips 275g,$5.49
Tostitos Scoops! tortilla chips 215g,$5.49
Quaker Crispy Minis Crunchy Dill flavour brown rice chips,$3.99
Smart Food White Cheddar flavour seasoned popcorn 200g,$5.49
Lay's Dill Pickle flavoured potato chips,$4.99
Cheetos Crunchy Cheese Flavoured Snacks,$4.49
President's Choice White Corn Restaurant Style Tortilla Chips,$3.99
Doritos Nacho Chips,$6.29
Quaker Crispy Minis Original Large Brown Rice Cakes,$3.99
Quaker Crispy Minis Cheddar flavour brown rice chips,$3.99
Tostitos Multigrain Rounds Tortilla Chips 270g,$5.49
"No Name Breadsticks and Cheese, Processed Cheese Product",$1.79
Planters Cashew Splits Roasted Nuts,$7.49
Doritos Zesty Cheese flavoured tortilla chips,$4.49
No Name Original Party Mix,$3.99
President's Choice Unsweetened Apple Sauce,$2.99
Lay's Lightly Salted Potato Chips,$4.99
Miss Vickies Sweet Chili & Sour Cream flavour kettle cooked potato chips 200g,$4.49
"Kelloggs Nutri-Grain Cereal Bars, Strawberry 8 Bars",$4.49
"Jell-O Refrigerated Gelatin Snacks, Strawberry (4 X 89G)",$4.99
Unbun Almond Flour Protein Cheddar Crackers,$5.99
Pringles BBQ Flavour Potato Chips,$3.99
Leclerc Nügabar Coated Nougat Bars Chocolate & Caramel,$2.99
Que Pasa Unsalted Tortilla Chips,$4.99
Cracker Jack Original Caramel Coated Popcorn and Peanuts 200g,$5.49
Pringles Original Potato Chips,$3.99
Orville Gourmet Popcorn Simply Salted,$5.99
Quaker Crispy Minis Sour Cream & Onion flavour brown rice chips,$3.99
Hardbite Rugged Handcrafted-Style Chips All Dressed Potato Chips Level-Up Size,$5.99
Leclerc Go Pure Fruit & Oat Bars Fieldberry,$3.69
President's Choice Ranch Purple Kernel Corn Crisps,$2.79
"Welch's Fruit Snacks Mixed Fruit, 28 pouches",$10.49
Kozy Shack Rice Pudding Cups,$5.99
Nature Valley Sweet & Salty Dark Choc,$8.49
Paqui Haunted Ghost Pepper Tortilla Chips,$5.99
Jell-O Oreo Ready-to-Eat Refrigerated Pudding Cups Snack,$4.99
Quaker Crispy Minis Italian Herb & Olive Oil Multigrain Chips with Vegetables,$3.99
"PC Blue Menu Natural Flavour Microwave Popcorn, Mini Bags",$4.99
PC Blue Menu Fruit & Nut Mixed Berry Chewy Bars,$4.49
"Nutella and Go! Hazelnut And Cocoa Spread With Breadsticks, Snack Packs,, Perfect Bulk Snacks for Kids, Pack of 4",$6.49
Jakeman's Maple Popcorn,$4.79
Kettle Potato Chips Sea Salt,$4.49
"Leclerc Go Pure Soft Baked Oatmeal Bars, Carrot Cake 5 Bars",$3.69
Nature Valley Lunchbox - S'Mores Flavour,$4.49
Dan D Pak Wasabi Peas Hot,$4.99
Jell-O Rich Milk Chocolate No Sugar Added Ready-to-Eat Refrigerated Pudding Cups Snack,$4.99
"Que Pasa Tortilla Chips, Thin & Crispy Sea Salt",$4.99
"Tim Hortons Granola Bar, Double Chocolate",$3.99
Fibre 1 Chewy Bars Oats & Chocolate,$12.49
Hardbite Handcrafted-Style Chips Black Truffle Sea Salt Potato Chips,$4.99
Kelloggs Bars Chocolate Chip Cookie Dough,$4.49
Doritos Guacamole Tortilla Chips,$4.49
Planters Trio Pack Holiday Edition,$12.99
Quaker Crispy Minis BBQ flavour brown rice chips,$3.99
"Hardbite Handcrafted-Style Chips, Rock Salt & Vinegar",$4.99
"Kelloggs Nutri-Grain Cereal Bars, Mixed Berry 8 Bars",$4.49
Prigat Kosher Sunflower Seeds,$2.79
No Name Dipped Chocolate Chip Granola Bars,$2.99
Kelloggs Rice Krispies Bars Rainbow,$4.49
Hawkins Cheezies,$3.99
Mr. Popcorn Flavour White Cheddar,$4.29
Ruffles Regular Potato Chips,$6.29
"Spitz Sunflower Seeds, Cracked Pepper",$3.69
Doritos Sweet Chili Heat! flavoured tortilla chips,$6.29
Fritos Original Corn Chips 340g,$4.99
"GoGo squeez Squeeze, Apple",$4.59
McSweeneys Beef Steak Nuggets Original,$6.99
President's Choice Caramelized Onion and Balsamic Vinegar Flavour Kettle Cooked Chips,$3.49
President's Choice Sea Salt and Cracked Pepper Kettle Cooked Chips,$3.49
No Name Cheese Flavoured Twists,$5.99
Cheetos Crunchy Flamin' Hot Cheese Flavoured Snacks,$4.49
No Name Fruit Bowl Variety Pack,$9.99
Lay's Potato Chips Hot 'N' Sweet Chilli,$3.99
No Name Mandarin Oranges in Light Syrup,$3.29
Humpty Dumpty Party Mix Snack Mix Cheesy Flavoured Snack,$4.99
Kettle Potato Chips Party Size Honey Dijon,$7.99
President's Choice World of Flavours Nashville Hot Flavour Rippled Potato Chips,$3.49
"GoGo squeez Squeeze, Apple/Banana",$10.49
"Del Monte Fruit Bowls, Orchard Peach",$4.49
Sunchips Harvest Cheddar Flavour Multigrain Snacks 205g,$5.49
Snackpack Butterscotch Pudding,$2.79
Tostitos Multigrain Rounds Chips,$6.29
Humpty Dumpty Party Original Mix,$4.99
President's Choice Bite Size Round Tortilla Chips,$3.99
President's Choice Sweet & Salty Kettle Corn,$3.49
No Name Chocolate Pudding Cups 4 Pack,$1.99
President's Choice Apple Squeeze Fruit Snacks,$2.99
"Del Monte Fruit Cups, Very Cherry Club Pack (Case)",$18.99
Humpty Dumpty Cheese Sticks,$4.99
President's Choice World of Flavours Buffalo Wings & Blue Cheese Flavour Potato Chips,$3.49
No Name Sour Cream & Onion Rings,$2.29
Snackpack Snack Pack Pudding Gel Lemon Lime,$3.49
Dan D Pak Garlic Peas,$4.99
Blue Diamond Wasabi And Soy Sauce,$5.49
Roasted & Salted Pistachios,$10.99
Unsalted Pistachios,$6.99
Jack Links Hickory Smoked Beef Jerky Meat Snacks,$5.99
Jack Links Turkey Jerky,$5.99
Salt & Pepper Pistachios,$6.99
Handfuel Everything Bagel Cashews,$6.49
Blue Diamond Bold Almonds Spicy Dill Pickle,$5.49
"Planters Cashews, Roasted & Unsalted",$7.49
McSweeneys Beef Jerky Zero Sugar Old Fashioned,$6.99
Handfuel Cashews Salted Caramel,$6.49
Handfuel Marcona Almonds Lemon,$6.49
President's Choice Kettle Cooked Sea Salt and Malt Vinegar Flavour Chips Club Size,$11.99
Kozy Shack Rice Pudding Cups No Sugar Added,$4.49
Kettle Potato Chips Cheddar,$4.49
Mott's Veggie Berry	Petits Fruits,$12.49
Siete Dip Chip,$6.49
Quaker Crispy Minis Caramel Corn Flavour Large Brown Rice Cakes,$3.99
Neal Brothers Foods Tortillas Organic Nacho Cheese,$5.99
"Leclerc Go Pure Fruit and Oat Bars, Cherry",$3.69
Neal Brothers Foods Easy Rounders Tortillas Chips,$4.99
Kind Dipped Clusters™Dark Chocolate Almond Butter,$6.49
Fritos Favourites 240g,$6.79
"Snyders Pretzel Pieces, Cheddar Cheese",$3.99
"No Name Crackers and Cheese, Processed Cheese Product",$1.79
